gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	PapRCC_MNPb(mono)	PapRCC_NK cell	RCC1_CD4T cell	RCC1_CD8T cell	RCC1_MNPa(mono)	RCC1_MNPb(mono)	RCC1_MNPc(DC)	RCC1_MNPd(Mac)	RCC1_Mast cell	RCC1_NK cell	RCC1_NKT cell	RCC1_Neutrophil	RCC1_pDC	RCC2_B cell	RCC2_CD4T cell	RCC2_CD8T cell	RCC2_MNPa(mono)	RCC2_MNPb(mono)	RCC2_MNPc(DC)	RCC2_NK cell	RCC2_NKT cell	RCC2_Neutrophil	RCC3_B cell	RCC3_CD4T cell	RCC3_CD8T cell	RCC3_MNPa(mono)	RCC3_MNPb(mono)	RCC3_MNPc(DC)	RCC3_MNPd(Mac)	RCC3_Mast cell	RCC3_NK cell	RCC3_pDC	Teen Tx_CD4T cell	Teen Tx_MNPa(mono)	Teen Tx_MNPb(mono)	Teen Tx_MNPc(DC)	Teen Tx_MNPd(Mac)	Teen Tx_NK cell	TxK1_B cell	TxK1_CD4T cell	TxK1_CD8T cell	TxK1_MNPa(mono)	TxK1_MNPb(mono)	TxK1_MNPc(DC)	TxK1_MNPd(Mac)	TxK1_Mast cell	TxK1_NK cell	TxK2_CD8T cell	TxK2_MNPa(mono)	TxK2_MNPb(mono)	TxK2_NK cell	TxK2_Neutrophil	TxK3_CD4T cell	TxK3_CD8T cell	TxK3_MNPa(mono)	TxK3_MNPb(mono)	TxK3_MNPc(DC)	TxK3_MNPd(Mac)	TxK3_Mast cell	TxK3_NK cell	TxK4_B cell	TxK4_CD4T cell	TxK4_CD8T cell	TxK4_MNPa(mono)	TxK4_MNPb(mono)	TxK4_MNPc(DC)	TxK4_MNPd(Mac)	TxK4_Mast cell	TxK4_NK cell	TxK4_NKT cell	TxK4_pDC	VHLRCC_B cell	VHLRCC_CD4T cell	VHLRCC_CD8T cell	VHLRCC_MNPa(mono)	VHLRCC_MNPb(mono)	VHLRCC_MNPc(DC)	VHLRCC_MNPd(Mac)	VHLRCC_NK cell	VHLRCC_Neutrophil	VHLRCC_pDC	Wilms1_B cell	Wilms1_CD4T cell	Wilms1_CD8T cell	Wilms1_MNPa(mono)	Wilms1_MNPb(mono)	Wilms1_MNPc(DC)	Wilms1_MNPd(Mac)	Wilms1_NK cell	Wilms1_NKT cell	Wilms1_Neutrophil	Wilms1_pDC	Wilms2_B cell	Wilms2_CD4T cell	Wilms2_MNPa(mono)	Wilms2_MNPb(mono)	Wilms2_MNPd(Mac)	Wilms2_NK cell	Wilms2_NKT cell	Wilms2_Neutrophil	Wilms2_pDC	Wilms3_CD4T cell	Wilms3_CD8T cell	Wilms3_MNPa(mono)	Wilms3_MNPb(mono)	Wilms3_MNPc(DC)	Wilms3_Mast cell	Wilms3_NK cell	Wilms3_NKT cell
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0	82.305	0	0	4.534	3.028	11.542	14.715	0	18.719	0	0	9.445	0	2.016	2.894	1.012	0.979	2.855	62.621	4.011	0	0	2.796	0	0	0	18.199	0	0	0	29.875	0	12.256	0	28.889	0	1.865	0	4.641	2.437	4.25	0	22.914	12.41	0	24.25	0	0.841	0	40.289	0	0	0	4.374	0	29.925	0	0	27.218	2.2	0	1.587	13.998	2.152	16.981	26.126	0	19.502	1.857	0	0	0	0	0.814	5.399	44.689	0	17.912	0	0	0	0	0	0.768	0	28.901	0	3.067	0	0	0	0.317	2.177	11.768	2.129	0	17.479	0	0	0	15.02	0	4.877	0	2.823	0	222.237	0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0	49.971	4.873	19.605	0	0	0.15	0	0	20.042	32.706	0	0	0	11.722	36.115	0	1.367	0.31	22.801	31.014	0	0	7.747	28.83	0	0	0.449	0	0	31.111	0	3.016	0.063	0	0	0	6.767	0	3.408	25.468	1.385	0	0.503	0	0	22.365	23.614	0.841	0	19.851	0	32.241	36.956	4.374	0	0.985	0	0	41.64	1.323	12.026	49.06	0	0	0.881	0	0	37.7	40.02	0	0	2.527	35.398	0	0	0.183	0	18.923	0	0	0	9.499	87.872	0	0	0	0	19.153	23.028	0	0	0	2.19	0	0	0	24.178	15.93	0	5.603	6.307	61.387	0	0	2.002	0	28.679	73.368
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0	91.123	4.982	44.712	1.684	2.574	5.457	22.147	8.301	75.333	97.279	0	3.778	0	0.814	39.348	0	0	1.341	57.287	35.359	0	5.365	1.504	86.491	0	0	8.39	0	10.805	23.281	29.875	3.016	4.474	0	3.055	0	21.409	0	3.418	64.084	1.525	0	7.25	7.921	4.58	20.26	61.689	0	0	55.402	0	16.12	71.473	4.374	0	21.035	0	3.243	43.166	0.8	0	21.407	0	0	0	28.51	0	21.333	1.857	0	0	0	13.497	1.401	2.393	32.213	0	39.806	0	0	0.217	0	129.54	0.234	0	9.375	0	40.259	5.757	0	0	0	3.632	0	1.095	0	10.642	42.725	0	0	15.991	189.299	0	0	3.266	0	200.9	80.704
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0	0	0	0	0.222	0	0	0	1.132	0	0	0	0	0	0.178	0.074	0	0	0	0.082	0	0	0	0.366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.187	0	0	0	0	1.621	0	0	0	0.618	0	0	0.772	0	0	0	0	0	0	0	0	0	0	0.192	0	0.081	0	0	0.066	0.283	0.927	0	0	0.1	0	0	0	0	0	0.079	0.397	0	0	0	0	0	0	0	3.285	0	0	0	0	0	0	0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	0	91.123	4.982	44.712	1.684	2.574	5.457	22.147	8.301	75.333	97.279	0	3.778	0	0.814	39.348	0	0	1.341	57.287	35.359	0	5.365	1.504	86.491	0	0	8.39	0	10.805	23.281	29.875	3.016	4.474	0	3.055	0	21.409	0	3.418	64.084	1.525	0	7.25	7.921	4.58	20.26	61.689	0	0	55.402	0	16.12	71.473	4.374	0	21.035	0	3.243	43.166	0.8	0	21.407	0	0	0	28.51	0	21.333	1.857	0	0	0	13.497	1.401	2.393	32.213	0	39.806	0	0	0.217	0	129.54	0.234	0	9.375	0	40.259	5.757	0	0	0	3.632	0	1.095	0	10.642	42.725	0	0	15.991	189.299	0	0	3.266	0	200.9	80.704
CCL4	P13236	False	CCL4_HUMAN		CPI-SS008F83E02	0	91.123	4.982	44.712	1.684	2.574	5.457	22.147	8.301	75.333	97.279	0	3.778	0	0.814	39.348	0	0	1.341	57.287	35.359	0	5.365	1.504	86.491	0	0	8.39	0	10.805	23.281	29.875	3.016	4.474	0	3.055	0	21.409	0	3.418	64.084	1.525	0	7.25	7.921	4.58	20.26	61.689	0	0	55.402	0	16.12	71.473	4.374	0	21.035	0	3.243	43.166	0.8	0	21.407	0	0	0	28.51	0	21.333	1.857	0	0	0	13.497	1.401	2.393	32.213	0	39.806	0	0	0.217	0	129.54	0.234	0	9.375	0	40.259	5.757	0	0	0	3.632	0	1.095	0	10.642	42.725	0	0	15.991	189.299	0	0	3.266	0	200.9	80.704
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0A3569604	0	0	0	0	0.034	0.068	0.063	0	0	0.127	0	0	0	1.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	0	82.305	0	0	4.534	3.028	11.542	14.715	0	18.719	0	0	9.445	0	2.016	2.894	1.012	0.979	2.855	62.621	4.011	0	0	2.796	0	0	0	18.199	0	0	0	29.875	0	12.256	0	28.889	0	1.865	0	4.641	2.437	4.25	0	22.914	12.41	0	24.25	0	0.841	0	40.289	0	0	0	4.374	0	29.925	0	0	27.218	2.2	0	1.587	13.998	2.152	16.981	26.126	0	19.502	1.857	0	0	0	0	0.814	5.399	44.689	0	17.912	0	0	0	0	0	0.768	0	28.901	0	3.067	0	0	0	0.317	2.177	11.768	2.129	0	17.479	0	0	0	15.02	0	4.877	0	2.823	0	222.237	0
IAPP	P10997	False	IAPP_HUMAN		CPI-SS0FC2B68F1	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0	0	0	0	0.034	0.068	0.063	0	0	0.127	0	0	0	1.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0	0	0	0	0	0	0.05	1.742	0	0	0	0	0	0	0	0	0	0	0.111	0	0	0	0	0	0	0	0	0.202	1.594	0	0	0	0	0	0	0	0	0	0.123	0	0	0	0	0	1.864	0	4.401	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0	0	0	0	3.903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS042A6F835	0	0	0	0	0.034	0.068	0.063	0	0	0.127	0	0	0	1.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTF4	P34130	False	NTF4_HUMAN		CPI-SS088C1035B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	7.505	0	0.281	1.451	1.817	1.672	6.13	3.077	5.447	0.103	0	0	0	0.909	0	0.256	3.53	2.83	5.793	0.391	0.089	2.341	1.072	0.915	0	9.913	0	6.526	2.39	1.526	0	0	0	3.294	12.219	7.331	6.974	0.932	1.818	0	0	7.306	1.889	12.222	4.024	0	0	0	12.152	0	0	0	0	0	3.005	6.502	7.279	0	0	0	0.691	0	0	9.171	6.262	4.949	2.378	0	0	0	4.076	0	0	0	5.674	2.392	7.648	3.257	0.12	0	6.463	0	0	0	11.078	4.795	7.888	4.736	0	0	31.496	12.932	0	0.728	2.838	1.898	7.962	0	0	17.153	3.247	0.437	0	3.491	0	11.482	0	2.996	0
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0	0	0.281	0	0.884	0.519	0.579	0.312	0	0.613	0	0	0	2.44	0.439	0.44	0.247	0.127	0.347	1.084	0.758	0	0	1.303	0	0	0	0	0	3.657	0	0	1.568	0.81	2.975	0.625	0	0.754	0	0	0	1.236	0	0.252	0	0	0	0	0	0	0	0	0	0	0.165	0.626	0	0	0	0	0.737	0.343	1.644	0.227	0.215	0.235	0	0.652	0.629	0	0	0.588	0	0.845	0.643	0.326	1.105	0	0.183	4.115	2.392	0.197	0	0	0.175	0	0	0	0	0	0	1.1	0.519	0.299	0.171	0.547	0	0	0	0	3.736	0	0	0	0	0.442	0	0	0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS03F0B666C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0	0	0	0	0	0	0.048	0	0	0	0	0	0	1.819	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086	0	0.043	0	0	0	0	0	0	0	0.496	0.067	0	0	0	0	0	0	0	0.115	0	0	0	0	0	0	0
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0	47.031	17.375	4.98	0	0	0	0	0	15.847	0	0	0	0	3.388	4.099	0	0	0.064	25.641	2.273	0	0	2.449	0	0	0	0	0	0	7.726	0	6.594	0	0	0	0	13.897	0	3.544	2.437	0	0	0.503	0	0	18.925	0	0	0	34.326	0	42.988	2.187	0	0	0.985	0	0	34.046	0.211	11.807	3.865	0	0.359	1.545	0	0	16.855	15.723	0	0	1.95	7.708	0	0	0.274	0	16.992	0	0	0	1.681	0	0.14	0	0	0	21.603	14.393	0	0	0	1.764	0	0	0	13.581	0	0	0	3.506	0	0	0	1.633	0	29.866	0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0	0	0.448	0	0.448	0.2	0.166	0.312	0	0.521	0	0	0	1.819	0.423	0.501	0.273	0.105	0.126	0.556	0.529	0	0	0	0	0	0	0	0	0	0	0	0	0.116	0	0	0	0	0.632	0.184	0	0.17	0	0.126	0.518	0	0.924	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417	1.028	0.287	0	0	0.11	0	0.652	0.204	0	0	0.58	0	0.521	0.274	0.65	0.098	0	0.556	0	0.608	0.439	0	0	0.086	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	1.394	0	0	0	0	0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	0	0	0.26	2.901	0.231	0.142	0.437	0	0	0.087	0	0	1.889	0	0	0.367	0	0.854	0.101	1.116	0.219	0	0	5.086	65.898	0	0	0.226	0	0	0	0	0	1.146	1.407	0.824	0	0	1.562	0.412	0	1.379	0	0.126	0	0	0	0	0	0	0	0	0	0	0.165	0	0	0	0	0	0.17	2.58	0.564	0	0.529	0	3.903	0	0.702	0	0	0.588	1.149	0	0.187	0.784	1.508	0	0.126	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	2.222	0.628	0	0	0	0	0	0	0	0	1.394	0	0	0	0	0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BD9F32BA	0	0	0	0	1.187	1.768	0.399	1.234	0	0.066	0	0	0	1.291	0	0	2.01	1.663	0.7	0.157	0	0	0	0	0	0	3.246	0.544	0.797	0	0	0	0	1.213	5.629	0.82	1.408	0.758	0	0	0	2.483	0.945	0.412	0.999	0.687	0	0	1.683	0	0	0	0	0	0.636	1.712	0.513	0	0	0	0.15	0	0	1.382	2.043	3.203	2.374	0	0	0	1.07	0.376	0.288	0.637	2.34	2.113	0.908	0	0.562	0	0	0.139	0.132	1.895	1.466	2.728	1.877	1.184	0	0	0	0	0.797	0.287	1.674	0.782	0	0.497	0	0	0	0	0	2.006	0	1.222	0	0	0
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	0	0	0.26	2.901	0.231	0.142	0.437	0	0	0.087	0	0	1.889	0	0	0.367	0	0.854	0.101	1.116	0.219	0	0	5.086	65.898	0	0	0.226	0	0	0	0	0	1.146	1.407	0.824	0	0	1.562	0.412	0	1.379	0	0.126	0	0	0	0	0	0	0	0	0	0	0.165	0	0	0	0	0	0.17	2.58	0.564	0	0.529	0	3.903	0	0.702	0	0	0.588	1.149	0	0.187	0.784	1.508	0	0.126	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	2.222	0.628	0	0	0	0	0	0	0	0	1.394	0	0	0	0	0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.227	0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	0	0	0.26	2.901	0.231	0.142	0.437	0	0	0.087	0	0	1.889	0	0	0.367	0	0.854	0.101	1.116	0.219	0	0	5.086	65.898	0	0	0.226	0	0	0	0	0	1.146	1.407	0.824	0	0	1.562	0.412	0	1.379	0	0.126	0	0	0	0	0	0	0	0	0	0	0.165	0	0	0	0	0	0.17	2.58	0.564	0	0.529	0	3.903	0	0.702	0	0	0.588	1.149	0	0.187	0.784	1.508	0	0.126	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	2.222	0.628	0	0	0	0	0	0	0	0	1.394	0	0	0	0	0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	0	0	0	1.451	0.11	0.197	0.113	0.27	0	0	0	0	0	0	0.094	0	0.313	0.126	0.134	0	0.064	0	0	0.429	0	0	0	0.121	0	0	0	0	0	0.275	0	0	0	0	0	0	0	3.162	0	0.252	0.325	0	0	0	0	0	0	0	0	0	0.408	1.251	0.681	0	0	0	0	0	0	0.29	0	0.235	0	0	0	0	0	0	2.662	0	0.554	0.818	0.142	6.515	0	0	0.797	0	1.019	0	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNF	P01375	False	TNFA_HUMAN		CPI-SS09C917D22	0	0	0.26	2.901	0.231	0.142	0.437	0	0	0.087	0	0	1.889	0	0	0.367	0	0.854	0.101	1.116	0.219	0	0	5.086	65.898	0	0	0.226	0	0	0	0	0	1.146	1.407	0.824	0	0	1.562	0.412	0	1.379	0	0.126	0	0	0	0	0	0	0	0	0	0	0.165	0	0	0	0	0	0.17	2.58	0.564	0	0.529	0	3.903	0	0.702	0	0	0.588	1.149	0	0.187	0.784	1.508	0	0.126	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	2.222	0.628	0	0	0	0	0	0	0	0	1.394	0	0	0	0	0
TNF	P01375	False	TNFA_HUMAN		CPI-SS03B8E2D7A	0	0	0.26	2.901	0.231	0.142	0.437	0	0	0.087	0	0	1.889	0	0	0.367	0	0.854	0.101	1.116	0.219	0	0	5.086	65.898	0	0	0.226	0	0	0	0	0	1.146	1.407	0.824	0	0	1.562	0.412	0	1.379	0	0.126	0	0	0	0	0	0	0	0	0	0	0.165	0	0	0	0	0	0.17	2.58	0.564	0	0.529	0	3.903	0	0.702	0	0	0.588	1.149	0	0.187	0.784	1.508	0	0.126	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	2.222	0.628	0	0	0	0	0	0	0	0	1.394	0	0	0	0	0
ICOSLG	O75144	False	ICOSL_HUMAN		CPI-SS0E4B1484B	0	0	0	0	0.04	0.068	0.101	0	0	0	0	0	0	1.018	0	0	0.101	0.112	0.16	0	0	0	0	0	0	0	0	0.085	0	0	0	1.992	0	0.044	0	0	0	0	0.481	0	0	0	3.647	0.16	0	0	0	0	0.28	0	0	0	0	0	0.408	0	0	0	0	0	0.031	0	0	0	0	1.061	0	0	0	0	0	0	0	0	0.126	0	0.064	0	0	0	0	0	0.086	0.906	0.098	0.436	0.19	0	0	0	0	0	0	0	0	0	0	0.315	0	0	0.406	0	0	0	0	0	0	0	0
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	0	0	0.26	2.901	0.231	0.142	0.437	0	0	0.087	0	0	1.889	0	0	0.367	0	0.854	0.101	1.116	0.219	0	0	5.086	65.898	0	0	0.226	0	0	0	0	0	1.146	1.407	0.824	0	0	1.562	0.412	0	1.379	0	0.126	0	0	0	0	0	0	0	0	0	0	0.165	0	0	0	0	0	0.17	2.58	0.564	0	0.529	0	3.903	0	0.702	0	0	0.588	1.149	0	0.187	0.784	1.508	0	0.126	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	2.222	0.628	0	0	0	0	0	0	0	0	1.394	0	0	0	0	0
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	0	0	0.868	0	0	0	0	0	0	0	0	0	0	0	0.264	0	0	0	0	0	0.147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49	0.906	0.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0F9B3B259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0	0	0	0	0	0	0	0	0	0	0.028	0	0.061	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.436	0	0	0	0	0
TNF	P01375	False	TNFA_HUMAN		CPI-SS08B7D54A3	0	0	0.26	2.901	0.231	0.142	0.437	0	0	0.087	0	0	1.889	0	0	0.367	0	0.854	0.101	1.116	0.219	0	0	5.086	65.898	0	0	0.226	0	0	0	0	0	1.146	1.407	0.824	0	0	1.562	0.412	0	1.379	0	0.126	0	0	0	0	0	0	0	0	0	0	0.165	0	0	0	0	0	0.17	2.58	0.564	0	0.529	0	3.903	0	0.702	0	0	0.588	1.149	0	0.187	0.784	1.508	0	0.126	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	2.222	0.628	0	0	0	0	0	0	0	0	1.394	0	0	0	0	0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0A83A7E30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0	0	0	0	0	0	0	0	0	0	0.028	0	0.061	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.436	0	0	0	0	0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	0	0	0.26	2.901	0.231	0.142	0.437	0	0	0.087	0	0	1.889	0	0	0.367	0	0.854	0.101	1.116	0.219	0	0	5.086	65.898	0	0	0.226	0	0	0	0	0	1.146	1.407	0.824	0	0	1.562	0.412	0	1.379	0	0.126	0	0	0	0	0	0	0	0	0	0	0.165	0	0	0	0	0	0.17	2.58	0.564	0	0.529	0	3.903	0	0.702	0	0	0.588	1.149	0	0.187	0.784	1.508	0	0.126	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	2.222	0.628	0	0	0	0	0	0	0	0	1.394	0	0	0	0	0
LTA	P01374	False	TNFB_HUMAN		CPI-SS07D9A48A2	0	0	0.868	0	0	0	0	0	0	0	0	0	0	0	0.264	0	0	0	0	0	0.147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49	0.906	0.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0	0	0.26	2.901	0.231	0.142	0.437	0	0	0.087	0	0	1.889	0	0	0.367	0	0.854	0.101	1.116	0.219	0	0	5.086	65.898	0	0	0.226	0	0	0	0	0	1.146	1.407	0.824	0	0	1.562	0.412	0	1.379	0	0.126	0	0	0	0	0	0	0	0	0	0	0.165	0	0	0	0	0	0.17	2.58	0.564	0	0.529	0	3.903	0	0.702	0	0	0.588	1.149	0	0.187	0.784	1.508	0	0.126	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	2.222	0.628	0	0	0	0	0	0	0	0	1.394	0	0	0	0	0
LTA	P01374	False	TNFB_HUMAN		CPI-SS0D5C54214	0	0	0.868	0	0	0	0	0	0	0	0	0	0	0	0.264	0	0	0	0	0	0.147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49	0.906	0.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	0	0	0.23	0	0.496	0.707	0.105	0	0	0.492	2.033	0	0	0	0.264	0.109	0.897	1.577	0.199	0.218	0.325	5.086	0	0.737	0	7.93	0	0	0	0	0	0	0	1.134	0	1.241	0	5.238	0	0	0	2.052	2.498	0.905	0	4.752	0	0	0.561	0	0	0	0	0	0.496	1.421	0.493	0	4.284	0	0	0.465	1.473	3.737	3.411	0.475	0	0	0.233	1.501	0	0	0.355	0.521	0.819	1.407	0.369	0	0.51	5.359	0	0	3.012	0	1.138	1.743	0	0	2.761	0	0	0	0	0.152	0	3.256	0	1.211	0	0	0	5.743	20.877	0	0	0	0	0	0
