gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B_cells	DC	EVT_1	EVT_2	Endo_F	Endo_L	Endo_M	GC	Granulocytes	HOFB	ILC3	M3	MO	NK	PV MMP11	PV MYH11	PV STEAP4	Plasma	SCT	T_cells	VCT	VCT_CCC	VCT_fusing	VCT_p	dDC	dEpi_lumenal	dEpi_secretory	dM1	dM2	dNK1	dNK2	dNK3	dS1	dS2	dS3	dT_cells	dT_regs	eEVT	fF1	fF2	iEVT	uSMC
NTF4	P34130	False	NTF4_HUMAN		CPI-SS0AA76E0E4	NTF4	0.0	0.0	0.007	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.023	0.007	0.03	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS081A36E07	CD80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.096	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.0	0.075	0.022	0.0	0.0	0.0	0.002	0.002	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.014
NGF	P01138	False	NGF_HUMAN		CPI-SS052127A00	NGF	0.0	0.0	0.002	0.0	0.008	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.557	0.184	0.0	0.0	0.0	0.01	0.0	0.0	0.001	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.015	0.006	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.031
NTF3	P20783	False	NTF3_HUMAN		CPI-SS0BE3867AB	NTF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.009	0.011	0.0	0.002	0.003	0.0	0.0	0.0	0.0	0.009	0.103	0.0	0.011
NGF	P01138	False	NGF_HUMAN		CPI-SS0DD9B3D49	NGF	0.0	0.0	0.002	0.0	0.008	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.557	0.184	0.0	0.0	0.0	0.01	0.0	0.0	0.001	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.015	0.006	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.031
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	BDNF	0.0	0.0	0.0	0.0	0.008	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.002	0.0	0.0	0.007	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.013
NTS	P30990	False	NEUT_HUMAN		CPI-SS0A437E174	NTS	0.0	0.0	0.002	0.0	0.195	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.005	0.166	0.0	0.01
LRPAP1	P30533	False	AMRP_HUMAN		CPI-SS02A53F29E	LRPAP1	0.0	0.342	0.332	0.41	0.223	0.317	0.344	0.304	0.0	0.248	0.264	0.541	0.362	0.298	0.439	0.28	0.483	0.195	0.131	0.206	0.701	0.494	0.735	0.654	0.0	0.0	0.21	0.369	0.239	0.323	0.245	0.351	0.503	0.703	1.311	0.162	0.293	0.166	0.352	0.334	0.222	0.153
BMP15	O95972	False	BMP15_HUMAN		CPI-SC058533A46	BMP15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMP2	P12643	False	BMP2_HUMAN		CPI-SC0C403F032	BMP2	0.0	0.0	0.0	0.0	0.008	0.059	0.009	0.0	0.0	0.016	0.0	0.0	0.016	0.0	0.0	0.046	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.017	0.0	0.0	0.005	0.0	0.0	0.008	0.046	0.039	0.0	0.0	0.0	0.11	0.315	0.0	0.007
BMP4	P12644	False	BMP4_HUMAN		CPI-SC07F8BC578	BMP4	0.0	0.0	0.034	0.006	0.0	0.026	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.081	0.013	0.034	0.08	0.0	0.0	0.016	0.0	0.0	0.0	0.013	0.0	0.028	0.068	0.167	0.009	0.0	0.025	0.294	0.126	0.014	0.012
BMP5	P22003	False	BMP5_HUMAN		CPI-SC08AB23320	BMP5	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.081	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.032	0.025	0.0	0.029	0.0	0.0	0.009	0.0	0.015	0.0	0.011	0.0	0.0	0.004	0.0	0.013	0.0	0.018	0.847	0.6	0.034	0.009
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0DDF53DDB	BMP6	0.0	0.0	0.0	0.0	0.18	0.026	0.267	0.072	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.015	0.0	0.0	0.0	0.0	0.016	0.015	0.001	0.0	0.0	0.0	0.029	0.0	0.0	0.027
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0DA028FF9	BMP7	0.0	0.0	0.037	0.092	0.0	0.0	0.026	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.581	0.237	0.204	0.501	0.0	0.0	0.0	0.009	0.04	0.004	0.0	0.0	0.01	0.006	0.0	0.0	0.0	0.025	0.094	0.094	0.023	0.017
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0E866CD7F	BMP8A	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.003	0.0	0.0	0.014	0.0	0.0	0.012	0.01	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.008
GDF5	P43026	False	GDF5_HUMAN		CPI-SC0A76B562F	GDF5	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC090BF166F	GDF6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC039AFE4AD	GDF7	0.0	0.0	0.0	0.0	0.008	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.002	0.0	0.008	0.0	0.111	0.087	0.07	0.0	0.0	0.0	0.014	0.027	0.0	0.042
BMP2	P12643	False	BMP2_HUMAN		CPI-SC0464F1C6E	BMP2	0.0	0.0	0.0	0.0	0.008	0.059	0.009	0.0	0.0	0.016	0.0	0.0	0.016	0.0	0.0	0.046	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.017	0.0	0.0	0.005	0.0	0.0	0.008	0.046	0.039	0.0	0.0	0.0	0.11	0.315	0.0	0.007
BMP4	P12644	False	BMP4_HUMAN		CPI-SC052486D3E	BMP4	0.0	0.0	0.034	0.006	0.0	0.026	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.081	0.013	0.034	0.08	0.0	0.0	0.016	0.0	0.0	0.0	0.013	0.0	0.028	0.068	0.167	0.009	0.0	0.025	0.294	0.126	0.014	0.012
BMP5	P22003	False	BMP5_HUMAN		CPI-SC09FC5131F	BMP5	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.081	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.032	0.025	0.0	0.029	0.0	0.0	0.009	0.0	0.015	0.0	0.011	0.0	0.0	0.004	0.0	0.013	0.0	0.018	0.847	0.6	0.034	0.009
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0C97FACEA	BMP6	0.0	0.0	0.0	0.0	0.18	0.026	0.267	0.072	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.015	0.0	0.0	0.0	0.0	0.016	0.015	0.001	0.0	0.0	0.0	0.029	0.0	0.0	0.027
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0BACF0481	BMP7	0.0	0.0	0.037	0.092	0.0	0.0	0.026	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.581	0.237	0.204	0.501	0.0	0.0	0.0	0.009	0.04	0.004	0.0	0.0	0.01	0.006	0.0	0.0	0.0	0.025	0.094	0.094	0.023	0.017
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0F5A1D137	BMP8A	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.003	0.0	0.0	0.014	0.0	0.0	0.012	0.01	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.008
GDF5	P43026	False	GDF5_HUMAN		CPI-SC061191F76	GDF5	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC00694A66B	GDF6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC08FDDEC16	GDF7	0.0	0.0	0.0	0.0	0.008	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.002	0.0	0.008	0.0	0.111	0.087	0.07	0.0	0.0	0.0	0.014	0.027	0.0	0.042
BMP2	P12643	False	BMP2_HUMAN		CPI-SC05FF723A3	BMP2	0.0	0.0	0.0	0.0	0.008	0.059	0.009	0.0	0.0	0.016	0.0	0.0	0.016	0.0	0.0	0.046	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.017	0.0	0.0	0.005	0.0	0.0	0.008	0.046	0.039	0.0	0.0	0.0	0.11	0.315	0.0	0.007
BMP4	P12644	False	BMP4_HUMAN		CPI-SC00DB2B867	BMP4	0.0	0.0	0.034	0.006	0.0	0.026	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.081	0.013	0.034	0.08	0.0	0.0	0.016	0.0	0.0	0.0	0.013	0.0	0.028	0.068	0.167	0.009	0.0	0.025	0.294	0.126	0.014	0.012
BMP5	P22003	False	BMP5_HUMAN		CPI-SC00CF68ED3	BMP5	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.081	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.032	0.025	0.0	0.029	0.0	0.0	0.009	0.0	0.015	0.0	0.011	0.0	0.0	0.004	0.0	0.013	0.0	0.018	0.847	0.6	0.034	0.009
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0C676F3BE	BMP6	0.0	0.0	0.0	0.0	0.18	0.026	0.267	0.072	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.015	0.0	0.0	0.0	0.0	0.016	0.015	0.001	0.0	0.0	0.0	0.029	0.0	0.0	0.027
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0D389E644	BMP7	0.0	0.0	0.037	0.092	0.0	0.0	0.026	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.581	0.237	0.204	0.501	0.0	0.0	0.0	0.009	0.04	0.004	0.0	0.0	0.01	0.006	0.0	0.0	0.0	0.025	0.094	0.094	0.023	0.017
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0079A1C11	BMP8A	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.003	0.0	0.0	0.014	0.0	0.0	0.012	0.01	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.008
GDF5	P43026	False	GDF5_HUMAN		CPI-SC011C55B71	GDF5	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC0E5E4119C	GDF6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC0819046AF	GDF7	0.0	0.0	0.0	0.0	0.008	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.002	0.0	0.008	0.0	0.111	0.087	0.07	0.0	0.0	0.0	0.014	0.027	0.0	0.042
BMP2	P12643	False	BMP2_HUMAN		CPI-SC04266947A	BMP2	0.0	0.0	0.0	0.0	0.008	0.059	0.009	0.0	0.0	0.016	0.0	0.0	0.016	0.0	0.0	0.046	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.017	0.0	0.0	0.005	0.0	0.0	0.008	0.046	0.039	0.0	0.0	0.0	0.11	0.315	0.0	0.007
BMP4	P12644	False	BMP4_HUMAN		CPI-SC01D95B14C	BMP4	0.0	0.0	0.034	0.006	0.0	0.026	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.081	0.013	0.034	0.08	0.0	0.0	0.016	0.0	0.0	0.0	0.013	0.0	0.028	0.068	0.167	0.009	0.0	0.025	0.294	0.126	0.014	0.012
BMP5	P22003	False	BMP5_HUMAN		CPI-SC09E264612	BMP5	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.081	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.032	0.025	0.0	0.029	0.0	0.0	0.009	0.0	0.015	0.0	0.011	0.0	0.0	0.004	0.0	0.013	0.0	0.018	0.847	0.6	0.034	0.009
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0D05B755E	BMP6	0.0	0.0	0.0	0.0	0.18	0.026	0.267	0.072	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.015	0.0	0.0	0.0	0.0	0.016	0.015	0.001	0.0	0.0	0.0	0.029	0.0	0.0	0.027
BMP7	P18075	False	BMP7_HUMAN		CPI-SC049520B40	BMP7	0.0	0.0	0.037	0.092	0.0	0.0	0.026	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.581	0.237	0.204	0.501	0.0	0.0	0.0	0.009	0.04	0.004	0.0	0.0	0.01	0.006	0.0	0.0	0.0	0.025	0.094	0.094	0.023	0.017
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0A6BE23E9	BMP8A	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.003	0.0	0.0	0.014	0.0	0.0	0.012	0.01	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.008
GDF5	P43026	False	GDF5_HUMAN		CPI-SC02AACC81C	GDF5	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC02B778C0B	GDF7	0.0	0.0	0.0	0.0	0.008	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.002	0.0	0.008	0.0	0.111	0.087	0.07	0.0	0.0	0.0	0.014	0.027	0.0	0.042
BMP2	P12643	False	BMP2_HUMAN		CPI-SC0FB40175C	BMP2	0.0	0.0	0.0	0.0	0.008	0.059	0.009	0.0	0.0	0.016	0.0	0.0	0.016	0.0	0.0	0.046	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.017	0.0	0.0	0.005	0.0	0.0	0.008	0.046	0.039	0.0	0.0	0.0	0.11	0.315	0.0	0.007
BMP4	P12644	False	BMP4_HUMAN		CPI-SC01C6EA11C	BMP4	0.0	0.0	0.034	0.006	0.0	0.026	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.081	0.013	0.034	0.08	0.0	0.0	0.016	0.0	0.0	0.0	0.013	0.0	0.028	0.068	0.167	0.009	0.0	0.025	0.294	0.126	0.014	0.012
BMP5	P22003	False	BMP5_HUMAN		CPI-SC0D6D4E48B	BMP5	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.081	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.032	0.025	0.0	0.029	0.0	0.0	0.009	0.0	0.015	0.0	0.011	0.0	0.0	0.004	0.0	0.013	0.0	0.018	0.847	0.6	0.034	0.009
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0F6C8C336	BMP6	0.0	0.0	0.0	0.0	0.18	0.026	0.267	0.072	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.015	0.0	0.0	0.0	0.0	0.016	0.015	0.001	0.0	0.0	0.0	0.029	0.0	0.0	0.027
BMP7	P18075	False	BMP7_HUMAN		CPI-SC05824EDF4	BMP7	0.0	0.0	0.037	0.092	0.0	0.0	0.026	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.581	0.237	0.204	0.501	0.0	0.0	0.0	0.009	0.04	0.004	0.0	0.0	0.01	0.006	0.0	0.0	0.0	0.025	0.094	0.094	0.023	0.017
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0722594B0	BMP8A	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.003	0.0	0.0	0.014	0.0	0.0	0.012	0.01	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.008
GDF5	P43026	False	GDF5_HUMAN		CPI-SC09AFF0384	GDF5	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC089058CD0	GDF6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC06C46F1A9	GDF7	0.0	0.0	0.0	0.0	0.008	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.002	0.0	0.008	0.0	0.111	0.087	0.07	0.0	0.0	0.0	0.014	0.027	0.0	0.042
BMP2	P12643	False	BMP2_HUMAN		CPI-SC070B9F112	BMP2	0.0	0.0	0.0	0.0	0.008	0.059	0.009	0.0	0.0	0.016	0.0	0.0	0.016	0.0	0.0	0.046	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.017	0.0	0.0	0.005	0.0	0.0	0.008	0.046	0.039	0.0	0.0	0.0	0.11	0.315	0.0	0.007
BMP4	P12644	False	BMP4_HUMAN		CPI-SC0915DDE22	BMP4	0.0	0.0	0.034	0.006	0.0	0.026	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.081	0.013	0.034	0.08	0.0	0.0	0.016	0.0	0.0	0.0	0.013	0.0	0.028	0.068	0.167	0.009	0.0	0.025	0.294	0.126	0.014	0.012
BMP5	P22003	False	BMP5_HUMAN		CPI-SC085698C59	BMP5	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.081	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.032	0.025	0.0	0.029	0.0	0.0	0.009	0.0	0.015	0.0	0.011	0.0	0.0	0.004	0.0	0.013	0.0	0.018	0.847	0.6	0.034	0.009
BMP6	P22004	False	BMP6_HUMAN		CPI-SC00D19A858	BMP6	0.0	0.0	0.0	0.0	0.18	0.026	0.267	0.072	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.015	0.0	0.0	0.0	0.0	0.016	0.015	0.001	0.0	0.0	0.0	0.029	0.0	0.0	0.027
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0B1EBCCC6	BMP7	0.0	0.0	0.037	0.092	0.0	0.0	0.026	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.581	0.237	0.204	0.501	0.0	0.0	0.0	0.009	0.04	0.004	0.0	0.0	0.01	0.006	0.0	0.0	0.0	0.025	0.094	0.094	0.023	0.017
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC02AFDCE1F	BMP8A	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.003	0.0	0.0	0.014	0.0	0.0	0.012	0.01	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.008
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC0B118E8DA	GDF6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC0A1278CD8	GDF7	0.0	0.0	0.0	0.0	0.008	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.002	0.0	0.008	0.0	0.111	0.087	0.07	0.0	0.0	0.0	0.014	0.027	0.0	0.042
BMP5	P22003	False	BMP5_HUMAN		CPI-SC0C33040A3	BMP5	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.081	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.032	0.025	0.0	0.029	0.0	0.0	0.009	0.0	0.015	0.0	0.011	0.0	0.0	0.004	0.0	0.013	0.0	0.018	0.847	0.6	0.034	0.009
BMP6	P22004	False	BMP6_HUMAN		CPI-SC079BB7A02	BMP6	0.0	0.0	0.0	0.0	0.18	0.026	0.267	0.072	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.015	0.0	0.0	0.0	0.0	0.016	0.015	0.001	0.0	0.0	0.0	0.029	0.0	0.0	0.027
BMP7	P18075	False	BMP7_HUMAN		CPI-SC063D5B0A1	BMP7	0.0	0.0	0.037	0.092	0.0	0.0	0.026	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.581	0.237	0.204	0.501	0.0	0.0	0.0	0.009	0.04	0.004	0.0	0.0	0.01	0.006	0.0	0.0	0.0	0.025	0.094	0.094	0.023	0.017
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0F78051B8	BMP8A	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.003	0.0	0.0	0.014	0.0	0.0	0.012	0.01	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.008
